L o s   A n g e l e s   D o d g e r s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SEA(25),,,2B,Zach McKinstry,DET,ARB 2,ARB 3,UFA,,,,,,,,,,,
,X,X,,,,0,22,25,,,,,,,,Inaugural Draft,,,2B,Vaughn Grissom,ATL,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-STL (25),,,2B,Brooks Baldwin,CHW,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,,,,2B,Javier Sanoja ,MIA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-CHC (24),,,SS,Trea Turner,PHI,"31,500,000","31,500,000","31,500,000","31,500,000",,,,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (22),,,SS,Jadher Areinamo,TB,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,3B,Rafael Devers,BOS,"26,250,000","26,250,000","26,250,000","26,250,000","26,250,000","26,250,000",UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-WSH (25),,,3B,Andres Chaparro ,WSH,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,24,,,,,,,,,Inaugural Draft,,,3B,Junior Caminero,TB,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-TB (23),,,OF,Yordan Alvarez,HOU,"13,000,000","26,000,000","26,000,000",UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,OF,Pete-Crow Armstrong,CHC,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-LAA (24),,,OF,Nick Castellanos,PHI,"20,000,000",UFA,,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,OF,Esmerlyn Valdez,PIT,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-ATL (23),,,OF,Gabriel Gonzalez ,MIN,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (24),,,OF,Victor Arias,TOR,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-CHC (24),,,OF,Emmanuel Rodriguez ,MIN,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,24,,,,,,,,,Trade-DET (23),,,OF,Jonathan Clase,SEA,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-TOR (23),,,SP,Corbin Burnes,MIL,"23,455,500","23,455,500","23,455,500","23,455,500",UFA,,,,,,,,,
X,,X,,,,0,22,,,,,,,,,Inaugural Draft,,,SP,Joe Ryan,MIN,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Zack Wheeler,PHI,"35,250,000","35,250,000",UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-CHW (23),,,SP,Pablo Lopez,MIN,"21,500,000","21,500,000",UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (24),,,SP,Shane Smith,CHW,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Inaugural Draft,,,SP,Tobias Myers,CLE,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,22,,,,,,,,,Inaugural Draft,,,SP,Kris Bubic,KC,ARB 4,UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (23),,,SP,Colton Gordon,HOU,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-NYY (24),,,SP,Carson Whisenhunt,SF,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (23),,,SP,Nic Enright,CLE,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-WSH (24),,,RP,Kyle Hurt,LAD,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,Jojo Romero,STL,"760,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,RP,Ronny Henriquez,MIN,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Brandon Eisert ,TOR,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Kendry Rojas,TOR,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-CHC (25),,,RP,A.J. Puk,ARZ,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-NYY (24),,,RP,DL Hall,MIL,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-STL (23),,,RP,Kyle Nicolas ,PIT,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,C,Francisco Espinoza,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,C,Andrew Cossetti,MIN,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (24),EXEMPT,,C,Gustavo Campero,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,C,Miguel Palma,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,C,Daniel Pena,MIN,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,1B,Ryan Nicholson,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2025,,1B,Griffin Doersching,SD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,2B,Jesus Castillo,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2028,,2B,Mitch Voit,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,2B,Dayan Frias,CLE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-STL (25),2027,,SS,Boston Baro,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,SS,R.J. Yeager,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,SS,Johnfrank Salazar,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,SS,Cam Clayton,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,SS,Junior Tilien,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,SS,Maick Collado,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Eligible,,SS,Jose Colmenares,NYY,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2025,,3B,Samil De La Rosa,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,3B,Rafael Flores,TOR,,,,,,,,,,,,,,
,X,,,,,,22,24,,,,,,,,Inaugural Draft,EXEMPT,,3B,Buddy Kennedy,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,3B,Parks Harber,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIA (24),2026,,3B,Trevor Werner,KC,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Rule V-SEA (25),EXEMPT,,OF,Allan Castro,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-TOR (25),2028,,OF,Eduardo Beltre,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-TOR (25),2026,,OF,Braylin Tavera,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 1,2028,,OF,Slade Caldwell,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 2,2027,,OF,Kavares Tears,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,OF,Brendan Jones,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,OF,RJ Schreck,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 5,2027,,OF,Carter Cunningham,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,OF,Eddi Micheletti,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2028,,OF,Ethan Conrad,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,OF,Angel Mateo,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,OF,Brandon Compton,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,OF,Cameron Maldonado,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,OF,James Quinn-Irons,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 2,2026,,OF,Travis Honeyman,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-ATH (24),2026,,OF,Roni Cabrera,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,OF,Jose Suarez,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,OF,Agustin Acosta,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,OF,Samuel Munoz,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Adolfo Sanchez,CIN,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Mason Molina,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2028,,P,Ethan Schiefelbein,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Jojo Ingrassia,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Eligible,,P,Sean Sullivan,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Joshua Loeschorn,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Lucas Elissalt,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Sandy Mejia,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2026,,P,Andrew Lindsey,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2026,,P,Ross Dunn,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2028,,P,Sean Youngerman,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 6,2026,,P,Nolan Santos,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Edgar Barclay,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-ATH (23),Eligible,,P,Justin Jarvis,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SD (23),Eligible,,P,Carlos Duran,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Cesar Lares,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Alvaro Mejias,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Jose Franco,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Emmanuel Reyes,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Andres Silvera,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Christian Romero,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Ryan Ramsey,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Austin Love,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Dameivi Tineo,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Luis Valdez ,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Avery Weems,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Tate Kuehner,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Jaylen Nowlin ,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Jack Dashwood,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Andrew Misiaszek,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Omar Gonzalez,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Jose Acuna,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Manuel Medina,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 4,Eligible,,P,Victor Mederos,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 5,2025,,P,J.P. Massey,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 6,2025,,P,Alex Williams,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Nick Sinacola,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIA (24),2025,,P,Blake Burkhalter,ATL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,OF,Tyler Naquin,MIL,"1,811,250",,,,,,,,,,,,,
,,,,,,,,,,,,,,,X,,,,RP,Trevor Stephan,,"228,000",,,,,,,,,,,,,
