A t l a n t a   B r a v e s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-MIA (25),,,C,Keibert Ruiz,WSH,"5,000,000","5,000,000","7,000,000","9,000,000","11,500,000","12,000,000","14,000,000",UFA,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (24),,,1B,Jake Cronenworth,SD,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,2B,Ozzie Albies,ATL,"7,000,000","7,000,000",UFA,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Inaugural Draft,,,2B,Cooper Bowman,NYY,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,,,,,,,,,,,MiLB FA (23),,,SS,William Lugo,NYM,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,,,,,,,,,,,Inaugural Draft,,,SS,Jose Salas,DET,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,,,,,,,,,,,Inaugural Draft,,,SS,Jake Fox,CLE,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,,,,,,,,,,,Inaugural Draft,,,SS,Victor Acosta,SD,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SS,Nico Hoerner,CHC,"12,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA  (25),,,SS,Mookie Betts,LAD,"15,000,000","30,000,000","35,000,000","35,000,000","35,000,000","32,500,000","47,500,000",UFA,,,,,,
X,,X,,,,0,25,,,,,,,,,MiLB FA (24),,,SS,Max Schuemann,ATH,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (24),,,SS,Nick Sogard,BOS,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,24,,,,,,,,,Trade-ARZ (24),,,SS,Nick Loftin,KC,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (24),,,SS,Luis Vazquez,CHC,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,3B,Max Muncy,LAD,"20,200,000","20,200,000","20,200,000",UFA,,,,,,,,,,
X,,X,,,,,,,,,,,,,,MiLB FA (22),,,3B,Jacob Gonzalez,FA,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (24),,,3B,Levi Jordan,CIN,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,OF,T.J. White,WSH,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,,,,,,,,,,,MiLB FA (24),,,OF,Ismael Munguia,SF,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,23,,,,,,,,,MiLB FA (22),,,OF,Alex Call,WSH,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-LAD (23),,,OF,Austin Hays,BAL,"12,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (24),,,OF,Ceddane Rafaela,BOS,"2,000,000","3,500,000","5,500,000","7,500,000","10,500,000","13,000,000","16,000,000",UFA,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,OF,Wilfredo Antunez,CLE,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Inaugural Draft,,,OF,Alexander Ramirez ,NYM,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Luis Castillo,CIN,"22,750,000","22,750,000","25,000,000",UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Kevin Gausman,TOR,"33,500,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,George Kirby,SEA,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,SP,Sawyer Gipson-Long,DET,"5,500,000","5,500,000","5,500,000",UFA,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (23),,,SP,Ronel Blanco,HOU,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Inaugural Draft,,,SP,Landon Knack,LAD,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,0,D,F,A,,-,O,N,L,Y,Waive-BAL (24),,,RP,Drew Smyly,CHC,"1,500,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (23),,,RP,Aroldis Chapman,TEX,"1,200,000","1,200,000",UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,RP,Jose Butto,NYM,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (23),,,RP,Carlos Estevez,LAA,"1,200,000","1,200,000",UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,RP,Jared Koenig,MIL,"760,000",UFA,,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-WSH (24),,,RP,Wilmer Flores,DET,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,RP,TJ Shook,MIL,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,,,,,,,,,,,FYPD (22) Rd 2,,,RP,Zach Maxwell ,CIN,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,25,,,,,,,,,MiLB FA (24),,,RP,Cameron Booser,BOS,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2027,,C,Omar Urbina,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2027,,C,Sebastian Cadiz,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 3,2026,,C,Sabin Ceballos,ATL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2027,,2B,Joseph Tailor,MIA,,,,,,,,,,,,,,
,X,,,,,,22,25,,,,,,,,Trade-WSH (24),EXEMPT,,2B,Vidal Brujan,TB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2027,,SS,Yelserth Ayala,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,SS,Yendry Rojas,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Yoiber Ruiz,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Jeremy Ciriaco,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Juan Hernandez,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Luis Lameda,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Joan Gutierrez,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Anyelo Marquez,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Bracewell Tavares,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Mario Baez,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Fabian Lopez,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Franklin Arias,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Camilo Diaz,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Jose Marcano,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,SS,Will Wilson,SF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,3B,Will Toffey,PHI,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (24),EXEMPT,,3B,Armando Alvarez,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,3B,Jose Monzon,TB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 6,2026,,OF,Jace Grady,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,OF,Carlos Pacheco,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2027,,OF,TayShaun Walton,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Jancory De La Cruz,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Angel Gil,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Osvaldo Heredia,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Mason Bolivar,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Antony Gomez,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Eduardo Perez,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Carlos Monteverde,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Ewing Matos,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2028,,OF,Eric Hartman,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade STL 26,2028,,OF,Ethan Frey,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,OF,Aaron Walton,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2028,,OF,Charles Davalan,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Joe Vranesh,FA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Carlos Rincon,FA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Ruben Cardenas,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,J.J. Matijevic,HOU,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade STL 26,2026,,P,Michael Forret,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Josh Grosz,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Graeme Stinson,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,P,Connor Foley,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade STL 26,2027,,P,Jeter Martinez,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Jamdrick Cornelia,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Hiroshi Takahashi,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Francisco Morao,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Pedro Peralta,PHI,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,IFA (23),2027,,P,Xavier Alvero,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Manuel Genao,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Kirk McCarty,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Tanner Burns,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Adrian Chaidez,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Seth Shuman,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Jonathan Bowlan,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Zak Kent,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,EXEMPT,,P,Drew Parrish,KC,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,OF,Kris Bryant,COL,"8,000,000","8,000,000","8,000,000",,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SP,Yu Darvish,SD,"20,250,000","13,500,000","8,100,000","8,100,000",,,,,,,,,,
