C o l o r a d o   R o c k i e s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-NYM (24),,,2B,Xander Bogaerts,SD,"20,000,000",UFA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-KC (25),,,3B,Matt Chapman,SF,"24,000,000","24,000,000",UFA,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-ATH (23),,,3B,John Rhodes,BAL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-KC (22),,,SS,David Hamilton,BOS,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-BAL (23),,,SS,CJ Abrams,WSH,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-LAA (25),,,SS,Dansby Swanson,CHC,"15,000,000",UFA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,OF,Seiya Suzuki,CHC,"25,500,000","25,500,000","25,500,000",UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,OF,Ian Happ,CHC,"35,500,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-MIN (26),,,OF,Sal Frelick,MIL,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,OF,Brenton Doyle,COL,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-DET (23),,,OF,Jesse Franklin,ATL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-ATH (23),,,OF,Brayan Buelvas,ATH,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (23) Rd 1,,,SP,Paul Skenes,PIT,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (25),,,SP,Nathan Eovaldi,TEX,"20,000,000","20,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Ryan Pepiot,LAD,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-CHW (25),,,SP,Shota Imanaga,CHC,"25,600,000","25,600,000","25,600,000","25,600,000","25,600,000",UFA,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-CHC (22),,,SP,Casey Mize,DET,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,22,,,,,,,,,Trade-WSH (25),,,SP,Matt Liberatore ,STL,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-MIA (23),,,SP,Drew Rasmussen,TB,"5,750,000","8,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-MIA (24),,,SP,Reynaldo Lopez,ATL,"10,000,000",UFA,,,,,,,,,,,,
,X,X,,,,0,24,25,,,,,,,,MiLB FA (23),,,SP,Cooper Criswell,TB,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,24,,,,,,,,,Trade-KC (24),,,SP,Max Meyer,MIA,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,Josh Hader,SD,"20,500,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (23) Rd 6,,,RP,Seth Halvorsen,COL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,25,,,,,,,,,MiLB FA (22),,,RP,Jake Bird,COL,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,RP,Jason Foley,DET,"5,500,000","5,500,000",UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Bennett Sousa,MIL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,RP,Cole Sands,MIN,"4,000,000",UFA,,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,FYPD (22) Rd 6,,,RP,Jack Perkins,ATH,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,Rule V-BAL (25),,,RP,Nick Robertson,STL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-ARZ (24),,,RP,Tanner Rainey,WSH,"1,125,000",UFA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,C,Willie MacIver,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,C,Sebastian De Andrade,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,C,Gustavo Baptista,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,C,Carlos Silva,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-TOR (24),2025,,C,Matthew Wood,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,C,Anderson Navas,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,C,Yohendry Sanchez,SF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,1B,Luke Cantwell,SD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,2B,Max Ferguson,SD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2026,,SS,Alex Mooney,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Kevin Ereu,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Juan Hernandez,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Felix Morrobel,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Omar Guadamuz,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,SS,Eikel Joaquin,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,SS,Alejandro Pie,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2025,,SS,Ryan Spikes,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Jhonayker Ugarte,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Angel Brachi,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Gabriel Rodriguez,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Alfredo Benzan,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Angel Guzman,TOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 2,2026,,3B,Yohandy Morales,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,3B,Breyias Dean,MIA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,OF,Brett Callahan,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2026,,OF,Jake Cunningham,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-DET (23),Eligible,,OF,Cade Marlowe,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Daniel Gaitor,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Hector Liriano,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Elian Soto,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-NYM (22),Eligible,,OF,Connor Scott,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,OF,Guy Lipscomb Jr.,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Belfi Rivera,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Pascual Archila,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Anderson Paula,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,OF,Anthony Huezo,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),2026,,OF,Won-Bin Cho,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),Eligible,,OF,Reed Trimble,BAL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-ATH (25),2026,,P,Jefferson Jean,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,P,Nate Knowles,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,P,Garrett Gainey,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (24),2026,,P,Joe Whitman,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Earle Zulueta,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Orlando Suarez,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Evan Sisk,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2028,,P,Sam Tookoian,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,P,Mason Morris,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 5,2026,,P,Ashton Izzi,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,P,Nick Weyrich,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Anderson Diaz,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Adrian Torres,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Released,,P,Gabriel Arias,FA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Austin Cox,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Bryan Mata,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-STL (22),Eligible,,P,Antonio Jimenez,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Kevin Kopps,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Bryce Bonnin,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Noah Murdock,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Levi Stoudt,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Sam Weatherly,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Ben Bowden,COL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,SP,Jordan Montgomery,FA,"13,250,000","13,250,000","13,250,000",,,,,,,,,,,
