B a l t i m o r e   O r i o l e s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (23) Rd 1,,,OF,Dylan Crews,WSH,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,,,,,0,23,24,,,,,,,,MiLB FA (22),,,OF,Dominic Fletcher,ARZ,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Logan Gilbert ,SEA,ARB 3,ARB 4,UFA,,,,,,,,,,,
X,,X,,,,0,23,,,,,,,,,Inaugural Draft,,,SP,Dean Kremer,BAL,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,23,,,,,,,,,Inaugural Draft,,,SP,Michael King,SD,"11,625,000","23,250,000","23,250,000","23,250,000","34,875,000",UFA,,,,,,,,
X,,X,,,,0,23,24,,,,,,,,Trade-ATH (22),,,SP,Hunter Brown,HOU,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,22,23,,,,,,,,Inaugural Draft,,,SP,JP Sears,SD,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,23,,,,,,,,,MiLB FA (22),,,SP,Braxton Garrett,MIA,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (22) Rd 2,,,SP,Drew Thorpe,CHW,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,24,25,,,,,,,,Trade-ARZ (22),,,SP,Kyle Harrison ,BOS,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-NYY (24),,,SP,Jack Leiter,TEX,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (22),,,SP,Richard Fitts,BOS,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-LAD (23),,,SP,Hayden Wesneski,HOU,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Matt Manning ,DET,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-BAL (24),,,SP,Trevor Rogers,BAL,ARB 3,UFA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,0,23,24,,,,,,,,Inaugural Draft,,,RP,Adbert Alzolay,CHC,ARB 3,UFA,,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Inaugural Draft,,,RP,Jordan Wicks,CHC,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,22,,,,,,,,,Inaugural Draft,,,RP,Matt Brash,SEA,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-TB (25),,,RP,Fernando Cruz,NYY,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,,,,,,,,,,,Trade-SD (24),,,RP,Chase Petty,CIN,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (23),,,RP,Cam Schlittler,NYY,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,Inaugural Draft,,,RP,Ricky Tiedemann ,TOR,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (24),,,RP,Brad Lord,WSH,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,22,,,,,,,,,Inaugural Draft,,,RP,Griffin Jax,MIN,ARB 2,ARB 3,UFA,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Mark Leiter Jr,CHC,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Ryan Walker,SF,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (22),,,RP,Collin Poche,TB,"2,750,000",UFA,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Ian Hamilton,NYY,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,,,,,0,24,,,,,,,,,MiLB FA (23),,,RP,Jordan Leasure,LAD,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 1,2027,,C,Walter Janek,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-COL (22),EXEMPT,,C,Diego Cartaya,LAD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-COL (23),2026,,2B,Termarr Johnson,PIT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-DET (25),2026,,SS,Michael Arroyo,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,SS,Freddy Zamora,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) CBA,2027,,SS,Cooper Pratt,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Dorian Soto,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2029,,SS,Dax Kilby,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,SS,Cody Miller,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2029,,SS,Jordan Yost,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 2,2027,,SS,Walker Martin,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,SS,Yordany De Los Santos,PIT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,OF,Javier Vaz,KC,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Eligible,,P,Peter Van Loon,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Noah Davis,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-LAA (22),Eligible,,P,Cole Winn,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Colin Peluse,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Allan Winans,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Jack Leftwich,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Jordan Balazovic ,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Jorge Bautista,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Justin Lawrence,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Logan Workman,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Ricardo Gallardo,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Sean Boyle,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,TJ Sikkema,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Humberto Cruz,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2028,,P,Trendan Parish,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,P,Dominic Fritton,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,P,Danny Thompson,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI (25),2027,,P,Caden Scarborough,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 2,2027,,P,Luke Holman,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,P,Payton Holle,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,P,Jakob Wright,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Yohanfer Santana,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 3,2027,,P,Zander Mueth,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,KC Hunt,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SD (24),2026,,P,Rhett Lowder,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2026,,P,Brody Hopkins,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Chalniel Arias,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,P,Jarlin Susana ,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Alessandro Ercolani,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Bryan Perez,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Cory Lewis,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Blake Adams,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Isaac Coffey,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-ARZ (22),2025,,P,Michael Morales ,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Trace Bright ,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Walbert Urena,LAA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,3B,Luis Guillorme,NYM,"1,250,000","1,250,000",,,,,,,,,,,,
