ID,Player,Team,Position,RkOv,Status,Age,Opponent,FPts,FP/G,%D,ADP,Ros,+/-
*06kkh*,Rustan Rigdon,(N/A),SS,7968,FA,20,,0,0,0,-,0%,0%
*05t6r*,Brayan Rijo,(N/A),OF,7970,FA,22,,0,0,0,-,0%,0%
*07262*,Juan Rijo,(N/A),OF,7971,FA,17,,0,0,0,-,2%,1%
*06z5d*,Leonard Rijo,MIL,SS,7972,FA,18,,0,0,0,-,0%,0%
*04pr5*,Trey Riley,(N/A),RP,7973,FA,27,,0,0,0,-,0%,0%
*06qkw*,Will Riley,SEA,RP,7974,FA,23,,0,0,0,-,1%,0%
*06qxz*,Alexander Rincon,BAL,OF,7975,FA,19,,0,0,0,-,0%,0%
*072hr*,Hansel Rincon,NYY,RP,7978,FA,23,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06aki*,Heriberto Rincon,NYM,OF,7979,FA,19,,0,0,0,-,1%,0%
*051c4*,Logan Rinehart,BAL,RP,7980,FA,28,,0,0,0,-,1%,0%
*06rjh*,Alejandro Rios,ARI,C,7982,FA,20,,0,0,0,-,0%,0%
*06rij*,Alvaro Rios,(N/A),C,7983,FA,19,,0,0,0,-,0%,0%
*03qlr*,Edwin Rios,CIN,3B,7984,FA,31,,0,0,0,-,1%,0%
*06bl0*,Jesus Rios,(N/A),RP,7985,FA,24,,0,0,0,-,0%,0%
*06rhc*,Nestor Rios,MIA,C,7986,FA,21,,0,0,0,-,0%,0%
*02bzl*,Yacksel Rios,NYM,RP,7987,FA,32,,0,0,0,-,0%,0%
*06qop*,Brayden Risedorph,CHC,RP,7988,FA,22,,0,0,0,-,0%,0%
*06z3t*,Braydon Risley,SF,"SP,RP",7989,FA,20,NYY Wed 5:05PM,0,0,0,-,0%,0%
*06qog*,Erik Ritchie,PHI,RP,7990,FA,22,,0,0,0,-,0%,0%
*03dn2*,Jamie Ritchie,PIT,C,7991,FA,32,,0,0,0,-,0%,0%
*06r7a*,Kollin Ritchie,(N/A),OF,7992,FA,21,,0,0,0,-,0%,0%
*04pq6*,Alfonso Rivas,(N/A),"1B,OF",7994,FA,29,,0,0,0,-,1%,0%
*05tij*,Gustavo Rivas,(N/A),RP,7995,FA,22,,0,0,0,-,0%,0%
*05iyh*,Jeremy Rivas,STL,"2B,SS",7998,FA,22,,0,0,0,-,2%,0%
*06ri5*,Kevin Rivas,CLE,1B,7999,FA,22,,0,0,0,-,0%,0%
*06pg1*,Xavier Rivas,NYY,SP,8000,FA,23,@SF Wed 5:05PM,0,0,0,-,2%,0%
*06ic4*,Yensi Rivas,NYM,3B,8001,FA,19,,0,0,0,-,2%,0%
*06aks*,Yosneiker Rivas,SF,2B,8002,FA,20,NYY Wed 5:05PM,0,0,0,-,1%,0%
*06r1m*,Alejandro Rivera,(N/A),SP,8003,FA,19,,0,0,0,-,0%,0%
*062l5*,Angel Rivera,(N/A),C,8004,FA,22,,0,0,0,-,0%,0%
*04pq8*,Blake Rivera,(N/A),"SP,RP",8006,FA,28,,0,0,0,-,1%,0%
*066qy*,Bryan Rivera,MIL,RP,8007,FA,20,,0,0,0,-,0%,0%
*0513h*,Erik Rivera,BOS,RP,8010,FA,24,,0,0,0,-,2%,0%
*061yo*,Javier Rivera,CIN,SP,8011,FA,26,,0,0,0,-,1%,0%
*04rhj*,Laz Rivera,(N/A),SS,8013,FA,31,,0,0,0,-,0%,0%
*06riw*,Miguel Rivera,BOS,C,8014,FA,18,,0,0,0,-,0%,0%
*06bse*,Raudy Rivera,CLE,RP,8015,FA,20,,0,0,0,-,0%,0%
*06tl1*,Angel Rivero,TOR,SP,8017,FA,19,,0,0,0,-,0%,0%
*06imv*,Eliezer Rivero,LAA,1B,8018,FA,20,,0,0,0,-,0%,0%
*06ro4*,Eryks Rivero,MIL,OF,8019,FA,18,,0,0,0,-,0%,0%
*06rlz*,Gabriel Rivero,HOU,RP,8020,FA,21,,0,0,0,-,0%,0%
*06aq8*,Jonathan Rivero,PIT,C,8022,FA,20,,0,0,0,-,0%,0%
*06r4i*,Marwin Rivero,KC,UT,8023,FA,19,,0,0,0,-,0%,0%
*06z5i*,Roy Rivero,KC,2B,8024,FA,17,,0,0,0,-,0%,0%
*060nm*,Yoander Rivero,WSH,2B,8025,FA,24,,0,0,0,-,0%,0%
*06l46*,Luis Rives,HOU,OF,8026,FA,21,,0,0,0,-,1%,0%
*04q48*,Dalton Roach,CHW,RP,8027,FA,29,,0,0,0,-,0%,0%
*06rj3*,Jhonanderson Robain,(N/A),C,8028,FA,20,,0,0,0,-,0%,0%
*05ui0*,Julio Robaina,(N/A),SP,8029,FA,24,,0,0,0,-,1%,0%
*04elv*,Josh Roberson,(N/A),RP,8030,FA,29,,0,0,0,-,0%,0%
*05gsk*,Robert Robertis,TOR,OF,8031,FA,23,,0,0,0,-,1%,0%
*06mv3*,Kevin Roberts Jr.,(N/A),OF,8032,FA,17,,0,0,0,-,1%,0%
*0516c*,Austin Roberts,(N/A),RP,8033,FA,27,,0,0,0,-,0%,0%
*0657q*,Brett Roberts,(N/A),SS,8034,FA,24,,0,0,0,-,0%,0%
*04pv9*,Cody Roberts,SD,C,8036,FA,29,,0,0,0,-,0%,0%
*06gj8*,Cole Roberts,(N/A),SS,8037,FA,25,,0,0,0,-,0%,0%
*04eik*,Max Roberts,CHW,RP,8039,FA,28,,0,0,0,-,0%,0%
*06696*,Blake Robertson,TB,1B,8040,FA,24,,0,0,0,-,1%,0%
*05wxz*,Michael Robertson,(N/A),OF,8041,FA,24,,0,0,0,-,0%,0%
*06zie*,Sam Robertson,NYM,"3B,OF",8043,FA,21,,0,0,0,-,0%,0%
*066lg*,Tyler Robertson,SD,OF,8044,FA,25,,0,0,0,-,0%,0%
*04eue*,Cam Robinson,TB,RP,8045,FA,26,,0,0,0,-,1%,0%
*06c8u*,Duce Robinson,(N/A),OF,8046,FA,20,,0,0,0,-,0%,0%
*041sm*,Errol Robinson,(N/A),SS,8047,FA,31,,0,0,0,-,0%,0%
*05u39*,Ethan Robinson,(N/A),SP,8048,FA,21,,0,0,0,-,0%,0%
*05yfc*,Kobe Robinson,SD,SP,8050,FA,24,,0,0,0,-,0%,0%
*07037*,Shai Robinson,MIN,2B,8053,FA,21,,0,0,0,-,0%,0%
*06mv8*,Kevin Robledo,MIA,C,8054,FA,19,,0,0,0,-,0%,0%
*060o6*,Benony Robles,(N/A),RP,8055,FA,25,,0,0,0,-,0%,0%
*03yri*,Domingo Robles,ATH,"SP,RP",8056,FA,27,,0,0,0,-,1%,0%
*06r6w*,Jean Robles,WSH,SP,8057,FA,19,,0,0,0,-,0%,0%
*06c3i*,Kay Robles,(N/A),OF,8058,FA,20,,0,0,0,-,0%,0%
*04pw8*,Sean Roby,(N/A),3B,8059,FA,27,,0,0,0,-,0%,0%
*06hgw*,Liam Rocha,(N/A),SP,8062,FA,23,,0,0,0,-,0%,0%
*06uxy*,Sam Rochard,MIN,RP,8063,FA,25,,0,0,0,-,0%,0%
*06qjm*,Kyle Roche,LAA,RP,8064,FA,24,,0,0,0,-,0%,0%
*065ux*,Dylan Rock,(N/A),OF,8065,FA,27,,0,0,0,-,0%,0%
*04emy*,Brody Rodning,(N/A),RP,8067,FA,30,,0,0,0,-,0%,0%
*066ov*,Victor Rodrigues,LAD,C,8068,FA,21,,0,0,0,-,1%,0%
*064nu*,Adrian Rodriguez,ARI,SS,8069,FA,22,,0,0,0,-,1%,0%
*06bbx*,Adrian Rodriguez,TEX,RP,8070,FA,24,,0,0,0,-,0%,0%
*06roz*,Adrian Rodriguez,(N/A),3B,8071,FA,19,,0,0,0,-,1%,0%
*04pht*,Alberto Rodriguez,KC,OF,8072,FA,25,,0,0,0,-,3%,0%
*06hh1*,Alejandro Rodriguez,(N/A),C,8073,FA,26,,0,0,0,-,0%,0%
*06sun*,Alfredo Rodriguez,TB,C,8075,FA,20,,0,0,0,-,0%,0%
*0669t*,Andy Rodriguez,TB,RP,8076,FA,23,,0,0,0,-,0%,0%
*06mwf*,Andy Rodriguez,(N/A),RP,8077,FA,27,,0,0,0,-,0%,0%
*06man*,Aneuris Rodriguez,(N/A),RP,8078,FA,21,,0,0,0,-,0%,0%
*066q8*,Angel Rodriguez,(N/A),OF,8079,FA,21,,0,0,0,-,0%,0%
*06rke*,Angel Rodriguez,DET,C,8080,FA,19,,0,0,0,-,0%,0%
*05gdt*,Anthony Rodriguez,(N/A),SS,8081,FA,23,,0,0,0,-,0%,0%
*05j97*,Carlos Rodriguez,SD,C,8083,FA,22,,0,0,0,-,0%,0%
*06nny*,Carlos Rodriguez,(N/A),1B,8085,FA,22,,0,0,0,-,0%,0%
*06rm1*,Carlos Rodriguez,DET,SP,8086,FA,19,,0,0,0,-,0%,0%
*041rr*,Chris Rodriguez,CHW,"SP,RP",8087,FA,27,,0,0,0,-,2%,0%
*06ify*,Christian Rodriguez,(N/A),SP,8088,FA,20,,0,0,0,-,0%,0%
*06qhr*,Christian Rodriguez,NYM,RP,8089,FA,21,,0,0,0,-,0%,0%
*06qus*,Christian Rodriguez,BAL,SP,8090,FA,24,,0,0,0,-,0%,0%
*05yb6*,CJ Rodriguez,ATH,C,8082,FA,25,,0,0,0,-,0%,0%
*055c9*,Cristhian Rodriguez,(N/A),3B,8092,FA,24,,0,0,0,-,0%,0%
*066r7*,Darwin Rodriguez,MIA,RP,8094,FA,21,,0,0,0,-,0%,0%
*06v2j*,Darwin Rodriguez,KC,SP,8095,FA,22,,0,0,0,-,0%,0%
*06hta*,David Rodriguez,ATL,RP,8096,FA,24,,0,0,0,-,0%,0%
*05umz*,Dionys Rodriguez,(N/A),RP,8097,FA,25,,0,0,0,-,0%,0%
*05un8*,Eddy Rodriguez,PIT,"1B,OF",8098,FA,22,,0,0,0,-,1%,0%
*05y7z*,Edryn Rodriguez,(N/A),2B,8099,FA,22,,0,0,0,-,1%,0%
*05yg4*,Erian Rodriguez,CHC,SP,8102,FA,24,,0,0,0,-,1%,0%
*06ahq*,Estarlin Rodriguez,(N/A),RP,8103,FA,26,,0,0,0,-,0%,0%
*06qyl*,Frank Rodriguez,LAD,C,8104,FA,24,,0,0,0,-,0%,0%
*070d0*,Freddy Rodriguez,CHC,RP,8105,FA,21,,0,0,0,-,0%,0%
*04qov*,Gabriel Rodriguez,(N/A),SS,8106,FA,23,,0,0,0,-,1%,0%
*060gk*,Gabriel Rodriguez,CHW,RP,8107,FA,23,,0,0,0,-,0%,0%
*06v2i*,Geury Rodriguez,TEX,RP,8111,FA,21,,0,0,0,-,0%,0%
*066nd*,Gustavo Rodriguez,ATH,RP,8112,FA,25,,0,0,0,-,1%,0%
*06msy*,Jesus Rodriguez,(N/A),OF,8114,FA,19,,0,0,0,-,0%,0%
*03ani*,Joely Rodriguez,(N/A),RP,8115,FA,34,,0,0,0,-,1%,0%
*06kwn*,Jose Rodriguez,LAD,RP,8120,FA,24,,0,0,0,-,4%,0%
*06rjc*,Jose Rodriguez,ARI,C,8121,FA,18,,0,0,0,-,0%,0%
*05tih*,Juan Rodriguez,TB,RP,8122,FA,24,,0,0,0,-,0%,0%
*04awg*,Julio Rodriguez,KC,C,8123,FA,28,,0,0,0,-,1%,0%
*06lfx*,Julio Rodriguez,HOU,RP,8124,FA,25,,0,0,0,-,0%,0%
*062hl*,Justin Rodriguez,(N/A),3B,8125,FA,21,,0,0,0,-,0%,0%
*04mlm*,Keyber Rodriguez,TEX,3B,8126,FA,25,,0,0,0,-,1%,0%
*06rly*,Leyvi Rodriguez,NYM,RP,8127,FA,19,,0,0,0,-,0%,0%
*05wdm*,Lizandro Rodriguez,(N/A),2B,8128,FA,23,,0,0,0,-,1%,0%
*06l3k*,Louis Rodriguez,(N/A),"SP,RP",8129,FA,21,,0,0,0,-,0%,0%
*05yih*,Luis Rodriguez,STL,C,8132,FA,21,,0,0,0,-,1%,0%
*066na*,Luis Rodriguez,LAA,SS,8134,FA,21,,0,0,0,-,0%,0%
*06r27*,Luis Rodriguez,(N/A),SP,8135,FA,22,,0,0,0,-,0%,0%
*06r4a*,Maikel Rodriguez,MIA,RP,8136,FA,19,,0,0,0,-,0%,0%
*06z5k*,Maximo Rodriguez,SEA,RP,8139,FA,20,,0,0,0,-,0%,0%
*06pqq*,Melvin Rodriguez,MIN,SP,8140,FA,19,,0,0,0,-,1%,0%
*06hp4*,Michael Rodriguez,SF,SP,8141,FA,26,NYY Wed 5:05PM,0,0,0,-,0%,0%
*05txv*,Miguel Rodriguez,MIN,SP,8142,FA,26,,0,0,0,-,0%,0%
*06giz*,Miguel Rodriguez,PIT,OF,8144,FA,19,,0,0,0,-,0%,0%
*0423k*,Nathanael Rodriguez,(N/A),3B,8145,FA,30,,0,0,0,-,0%,0%
*04azf*,Nerio Rodriguez,(N/A),C,8146,FA,26,,0,0,0,-,0%,0%
*066oq*,Orangel Rodriguez,(N/A),1B,8148,FA,20,,0,0,0,-,0%,0%
*04mkm*,Osiel Rodriguez,(N/A),SP,8149,FA,24,,0,0,0,-,2%,0%
*060g0*,Pedro Rodriguez,NYY,RP,8150,FA,23,@SF Wed 5:05PM,0,0,0,-,0%,0%
*066qw*,Raimy Rodriguez,HOU,SP,8151,FA,20,,0,0,0,-,1%,0%
*048ye*,Ramon Rodriguez,MIL,C,8153,FA,27,,0,0,0,-,0%,0%
*03mnn*,Richard Rodriguez,(N/A),RP,8156,FA,35,,0,0,0,-,0%,0%
*05xzt*,Samuel Rodriguez,(N/A),SS,8157,FA,22,,0,0,0,-,0%,0%
*06689*,Wilber Rodriguez,(N/A),RP,8159,FA,26,,0,0,0,-,0%,0%
*01srp*,Wilking Rodriguez,NYY,RP,8160,FA,35,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06hon*,Wilson Rodriguez,NYY,OF,8161,FA,21,@SF Wed 5:05PM,0,0,0,-,1%,0%
*06cqp*,Wuilliams Rodriguez,BOS,RP,8162,FA,20,,0,0,0,-,1%,0%
*06r2v*,Wuilliams Rodriguez,SEA,RP,8163,FA,21,,0,0,0,-,0%,0%
*04qot*,Yerry Rodriguez,NYY,SP,8165,FA,28,@SF Wed 5:05PM,0,0,0,-,2%,0%
*06rt2*,Yordan Rodriguez,NYM,RP,8168,FA,17,,0,0,0,-,2%,0%
*0408e*,Yorman Rodriguez,(N/A),1B,8169,FA,28,,0,0,0,-,0%,0%
*04pn0*,Cole Roederer,(N/A),OF,8171,FA,26,,0,0,0,-,2%,0%
*06zai*,Zach Rogacki,COL,"C,OF",8172,FA,22,,0,0,0,-,0%,0%
*05ali*,Anderson Rogers,BAL,SS,8173,FA,23,,0,0,0,-,0%,0%
*05ybf*,Jack Rogers,WSH,OF,8176,FA,26,,0,0,0,-,1%,0%
*06hne*,Johnathan Rogers,DET,RP,8177,FA,21,,0,0,0,-,0%,0%
*03qpd*,Josh Rogers,(N/A),RP,8178,FA,31,,0,0,0,-,0%,0%
*06f13*,Si-Hwan Roh,(N/A),3B,8179,FA,25,,0,0,0,-,0%,0%
*06tac*,Carlos Rojas,LAD,C,8181,FA,23,,0,0,0,-,0%,0%
*06uxx*,Cesar Rojas,WSH,RP,8182,FA,23,,0,0,0,-,0%,0%
*06ums*,Daniel Rojas,STL,OF,8183,FA,20,,0,0,0,-,0%,0%
*06qzs*,Eduardo Rojas,LAD,C,8184,FA,18,,0,0,0,-,1%,0%
*06dq4*,Eyeksson Rojas,WSH,2B,8185,FA,20,,0,0,0,-,0%,0%
*06rhq*,Freider Rojas,MIL,C,8187,FA,20,,0,0,0,-,0%,0%
*06c2y*,Gilberto Rojas,(N/A),C,8188,FA,20,,0,0,0,-,0%,0%
*06r4o*,Gio Rojas,(N/A),SP,8189,FA,18,,0,0,0,-,2%,0%
*04lo8*,Jose Rojas,NYM,OF,8191,FA,32,,0,0,0,-,1%,0%
*0633j*,Juan Rojas,BAL,"SP,RP",8192,FA,21,,0,0,0,-,1%,0%
*06s3s*,Juan Rojas,HOU,3B,8193,FA,17,,0,0,0,-,0%,0%
*04l96*,Ronny Rojas,(N/A),SS,8194,FA,24,,0,0,0,-,1%,0%
*06rkj*,Samuel Rojas,(N/A),C,8195,FA,23,,0,0,0,-,0%,0%
*06uyb*,Santiago Rojas,MIN,RP,8196,FA,18,,0,0,0,-,0%,0%
*06k83*,Sebastian Rojas,ATH,OF,8197,FA,18,,0,0,0,-,0%,0%
*06mi9*,Shnaider Rojas,(N/A),SP,8198,FA,19,,0,0,0,-,0%,0%
*06c80*,Stiveen Rojas,(N/A),SP,8199,FA,19,,0,0,0,-,0%,0%
*05yin*,Yendry Rojas,(N/A),SS,8200,FA,20,,0,0,0,-,1%,0%
*06y00*,Yenrri Rojas,CHC,SP,8201,FA,22,,0,0,0,-,0%,0%
*0680r*,Yondrei Rojas,TOR,RP,8202,FA,23,,0,0,0,-,2%,0%
*06ru2*,Angel Roman,(N/A),"SP,RP",8205,FA,22,,0,0,0,-,0%,0%
*06rgm*,Javier Roman,(N/A),1B,8206,FA,22,,0,0,0,-,0%,0%
*0700y*,Ricardo Roman,LAD,SP,8207,FA,19,,0,0,0,-,0%,0%
*06qqz*,Jimmy Romano,CIN,RP,8208,FA,22,,0,0,0,-,0%,0%
*02j2m*,Sal Romano,(N/A),RP,8209,FA,32,,0,0,0,-,0%,0%
*051el*,Nate Rombach,WSH,C,8210,FA,25,,0,0,0,-,0%,0%
*06pgj*,Josiah Romeo,ATH,SP,8211,FA,20,,0,0,0,-,2%,0%
*064o2*,Maxwell Romero Jr.,WSH,C,8212,FA,24,,0,0,0,-,0%,0%
*066pp*,Anger Romero,(N/A),C,8213,FA,20,,0,0,0,-,0%,0%
*06rny*,Brayan Romero,WSH,SP,8214,FA,24,,0,0,0,-,0%,0%
*052hw*,Carlos Romero,(N/A),RP,8215,FA,26,,0,0,0,-,0%,0%
*05r62*,Christian Romero,(N/A),"SP,RP",8216,FA,23,,0,0,0,-,1%,0%
*06r4g*,David Romero,(N/A),2B,8217,FA,19,,0,0,0,-,0%,0%
*03aqg*,Fernando Romero,(N/A),RP,8218,FA,31,,0,0,0,-,0%,0%
*06ql5*,Ivran Romero,MIN,RP,8219,FA,24,,0,0,0,-,0%,0%
*06imf*,Jose Romero,SEA,SP,8220,FA,21,,0,0,0,-,0%,0%
*06um9*,Jose Romero,CHC,RP,8221,FA,24,,0,0,0,-,0%,0%
*06ds9*,Kiko Romero,(N/A),1B,8222,FA,25,,0,0,0,-,0%,0%
*064zj*,Luciano Romero,(N/A),RP,8224,FA,21,,0,0,0,-,0%,0%
*06umr*,Luifer Romero,(N/A),SP,8225,FA,21,,0,0,0,-,0%,0%
*0614a*,Noelberth Romero,BAL,OF,8227,FA,24,,0,0,0,-,0%,0%
*066px*,Omar Romero,TOR,SS,8228,FA,20,,0,0,0,-,0%,0%
*06y89*,Ricardo Romero,CLE,2B,8229,FA,17,,0,0,0,-,1%,0%
*06r18*,Rubens Romero,PIT,RP,8230,FA,18,,0,0,0,-,0%,0%
*04eoc*,Tommy Romero,CHC,SP,8232,FA,28,,0,0,0,-,1%,0%
*06bn1*,Yael Romero,CIN,1B,8233,FA,20,,0,0,0,-,0%,0%
*06zfe*,Cory Ronan,KC,RP,8234,FA,23,,0,0,0,-,0%,0%
*06mi3*,Carlos Rondon,NYY,C,8235,FA,19,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06rh4*,Joswuill Rondon,(N/A),OF,8236,FA,20,,0,0,0,-,0%,0%
*05xzq*,Leonardo Rondon,(N/A),"2B,3B",8237,FA,21,,0,0,0,-,0%,0%
*06rh3*,Leonardo Rondon,(N/A),SP,8238,FA,18,,0,0,0,-,0%,0%
*06rk7*,Newremberg Rondon,DET,1B,8239,FA,22,,0,0,0,-,0%,0%
*06hh0*,Bayden Root,(N/A),RP,8240,FA,27,,0,0,0,-,0%,0%
*06c7o*,Fernando Roquez,(N/A),OF,8243,FA,20,,0,0,0,-,0%,0%
*06qxi*,Yadiel Roquez,TEX,RP,8244,FA,18,,0,0,0,-,0%,0%
*072eg*,Diego Rosa,ATH,C,8245,FA,19,,0,0,0,-,0%,0%
*04cts*,Joseph Rosa,(N/A),2B,8247,FA,28,,0,0,0,-,0%,0%
*064q9*,Pitterson Rosa,PIT,RP,8248,FA,21,,0,0,0,-,0%,0%
*066ld*,Jamaliel Rosado Jr.,ATH,SS,8249,FA,22,,0,0,0,-,0%,0%
*06qpk*,Gabriel Rosado,DET,C,8250,FA,19,,0,0,0,-,0%,0%
*06op9*,Jarold Rosado,CHW,RP,8251,FA,23,,0,0,0,-,1%,0%
*062zc*,Carlos Rosario,(N/A),OF,8254,FA,22,,0,0,0,-,0%,0%
*051kx*,Dalvy Rosario,MIA,OF,8255,FA,25,,0,0,0,-,0%,0%
*0514y*,Dilan Rosario,(N/A),SS,8256,FA,24,,0,0,0,-,0%,0%
*025f7*,Eddie Rosario,(N/A),UT,8257,FA,34,,0,0,0,-,1%,0%
*07247*,Elian Rosario,(N/A),3B,8259,FA,17,,0,0,0,-,3%,1%
*06o06*,Enyel Rosario,CHC,3B,8260,FA,18,,0,0,0,-,0%,0%
*072hi*,Gabriel Rosario,(N/A),"1B,OF",8261,FA,17,,0,0,0,-,1%,0%
*06ilt*,Guillermo Rosario,PHI,1B,8262,FA,20,,0,0,0,-,0%,0%
*06suo*,Helder Rosario,WSH,C,8263,FA,20,,0,0,0,-,0%,0%
*045oe*,Jeisson Rosario,NYY,OF,8264,FA,26,@SF Wed 5:05PM,0,0,0,-,2%,0%
*06mv9*,Jonathan Rosario,MIA,RP,8266,FA,19,,0,0,0,-,0%,0%
*067xu*,Jonney Rosario,SD,RP,8267,FA,21,,0,0,0,-,0%,0%
*06ro9*,Kelvin Rosario,ARI,RP,8269,FA,19,,0,0,0,-,0%,0%
*06ytt*,Naimer Rosario,ARI,SP,8270,FA,19,,0,0,0,-,2%,0%
*064rp*,Neify Rosario,PHI,OF,8271,FA,21,,0,0,0,-,0%,0%
*06uhi*,Raymon Rosario,PHI,RP,8272,FA,20,,0,0,0,-,0%,0%
*070ev*,Rodny Rosario,CLE,3B,8273,FA,18,,0,0,0,-,1%,0%
*06c6s*,Ronald Rosario,BOS,C,8274,FA,23,,0,0,0,-,1%,0%
*04n1s*,Stanley Rosario,NYY,OF,8275,FA,25,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06sur*,Juan Rosas,TOR,C,8276,FA,19,,0,0,0,-,0%,0%
*06hvb*,Brady Rose,(N/A),SP,8277,FA,25,,0,0,0,-,0%,0%
*06fqu*,Caden Rose,BOS,OF,8278,FA,24,,0,0,0,-,1%,0%
*06suc*,Nathan Rose,(N/A),3B,8279,FA,24,,0,0,0,-,0%,0%
*06mpx*,Zion Rose,(N/A),OF,8280,FA,20,,0,0,0,-,0%,0%
*06qoa*,Nick Roselli,NYM,"2B,OF",8281,FA,22,,0,0,0,-,1%,0%
*0429i*,Kenny Rosenberg,(N/A),RP,8282,FA,30,,0,0,0,-,1%,0%
*06ria*,Emdys Rosillo,CIN,1B,8284,FA,19,,0,0,0,-,0%,0%
*06qu1*,Jackson Ross,WSH,"1B,3B",8286,FA,25,,0,0,0,-,0%,0%
*06qp5*,Michael Ross,MIN,SP,8287,FA,23,,0,0,0,-,1%,0%
*068xz*,Shawn Ross,PIT,C,8288,FA,26,,0,0,0,-,0%,0%
*06qlk*,Tony Rossi,NYY,RP,8289,FA,26,@SF Wed 5:05PM,0,0,0,-,0%,0%
*057mz*,Houston Roth,BAL,RP,8290,FA,27,,0,0,0,-,1%,0%
*06z0t*,Collin Rothermel,ARI,SP,8291,FA,23,,0,0,0,-,0%,0%
*066ff*,Chris Rotondo,(N/A),OF,8292,FA,26,,0,0,0,-,0%,0%
*072f1*,Luke Roupe,MIL,SP,8293,FA,19,,0,0,0,-,1%,0%
*060q1*,Ethan Routzahn,SD,RP,8294,FA,27,,0,0,0,-,0%,0%
*05rkx*,Braxton Roxby,SF,RP,8295,FA,26,NYY Wed 5:05PM,0,0,0,-,1%,0%
*06yy2*,Zach Royse,ATL,SP,8296,FA,21,,0,0,0,-,0%,0%
*05ya7*,Aaron Rozek,NYM,RP,8297,FA,30,,0,0,0,-,0%,0%
*063uz*,Alonzo Rubalcaba,(N/A),C,8298,FA,25,,0,0,0,-,0%,0%
*06mq4*,Reykelly Rubi,BAL,RP,8299,FA,20,,0,0,0,-,0%,0%
*05tca*,Jake Rucker,MIN,2B,8302,FA,26,,0,0,0,-,2%,0%
*0429q*,Michael Rucker,(N/A),RP,8303,FA,31,,0,0,0,-,0%,0%
*05y3c*,Jaden Rudd,(N/A),OF,8304,FA,23,,0,0,0,-,1%,0%
*072fz*,Brad Rudis,MIN,RP,8306,FA,23,,0,0,0,-,0%,0%
*0665u*,Christian Ruebeck,LAD,RP,8308,FA,25,,0,0,0,-,0%,0%
*06hva*,Noah Ruen,LAD,RP,8309,FA,22,,0,0,0,-,1%,0%
*0518a*,Mike Ruff,(N/A),"SP,RP",8310,FA,27,,0,0,0,-,0%,0%
*051dt*,Jason Ruffcorn,SEA,RP,8311,FA,27,,0,0,0,-,1%,0%
*04c0v*,Agustin Ruiz,(N/A),OF,8312,FA,26,,0,0,0,-,0%,0%
*072ik*,Aiden Ruiz,(N/A),SS,8313,FA,18,,0,0,0,-,0%,0%
*05ymc*,Cesar Ruiz,(N/A),RP,8314,FA,22,,0,0,0,-,0%,0%
*06imj*,Harrison Ruiz,CLE,SP,8315,FA,22,,0,0,0,-,0%,0%
*02i45*,Jose Ruiz,TEX,RP,8317,FA,31,,0,0,0,-,2%,0%
*03p9u*,Norge Ruiz,(N/A),RP,8318,FA,31,,0,0,0,-,1%,0%
*06hgv*,Poncho Ruiz,MIN,C,8319,FA,23,,0,0,0,-,0%,0%
*066mi*,Tony Ruiz,KC,1B,8320,FA,20,,0,0,0,-,2%,0%
*064rt*,Xavier Ruiz,(N/A),RP,8321,FA,23,,0,0,0,-,0%,0%
*060gc*,Yarison Ruiz,(N/A),RP,8322,FA,25,,0,0,0,-,0%,0%
*06umq*,Yermain Ruiz,BOS,SP,8323,FA,20,,0,0,0,-,0%,0%
*06idu*,Yirber Ruiz,BAL,OF,8324,FA,21,,0,0,0,-,0%,0%
*06if7*,Yoiber Ruiz,BOS,C,8325,FA,20,,0,0,0,-,1%,0%
*06576*,Luis Rujano,CHC,RP,8327,FA,22,,0,0,0,-,0%,0%
*06um8*,Aaron Rund,(N/A),RP,8329,FA,26,,0,0,0,-,0%,0%
*0484f*,Pat Ruotolo,(N/A),RP,8330,FA,30,,0,0,0,-,0%,0%
*04epc*,Matthew Ruppenthal,HOU,"SP,RP",8331,FA,30,,0,0,0,-,0%,0%
*066et*,Milo Rushford,KC,OF,8332,FA,21,,0,0,0,-,0%,0%
*06pgu*,Mason Russell,(N/A),SP,8335,FA,19,,0,0,0,-,0%,0%
*06hor*,Stone Russell,KC,"1B,3B",8336,FA,21,,0,0,0,-,2%,0%
*06hq4*,Luke Russo,PHI,RP,8338,FA,24,,0,0,0,-,0%,0%
*051i3*,Carter Rustad,BAL,RP,8339,FA,24,,0,0,0,-,0%,0%
*06tlt*,Sam Ruta,KC,"1B,3B",8340,FA,24,,0,0,0,-,0%,0%
*072bf*,Joe Ruzicka,DET,SP,8341,FA,22,,0,0,0,-,0%,0%
*04aja*,Ryder Ryan,PIT,SP,8342,FA,30,,0,0,0,-,1%,0%
*05199*,Sam Ryan,MIN,RP,8343,FA,27,,0,0,0,-,0%,0%
*064p3*,Reynaldo Saa,ATH,RP,8345,FA,21,,0,0,0,-,0%,0%
*06umz*,Allan Saathoff,SEA,RP,8346,FA,26,,0,0,0,-,0%,0%
*072h2*,Carsten Sabathia,(N/A),1B,8347,FA,22,,0,0,0,-,0%,0%
